District,MAE_pct_points,RMSE_pct_points,R2,ActualAvgGrowth30d,PredictedAvgGrowth30d
District 9,2.344692816996658,2.818875332161028,0.3526839959118184,0.9584489118863617,1.13612961769104
District 8,1.961169803875834,2.4457042587292226,-0.007907461362410606,0.521379016387824,0.8649461269378662
District 6,1.5256237028645852,1.9001945223608154,0.03372440694268064,0.09260934861725277,0.764208972454071
District 7,1.6241289697459054,1.9771107490329989,0.2962088624965128,0.2969818765141672,0.7019404172897339
District 1,2.7974949126971453,4.003670332410007,-0.6250938936081689,-1.0346483535162214,0.6009290218353271
District 2,3.2962114001985583,4.028957654574107,-0.10363070784008643,0.9242645652724626,0.5266382694244385
District 3,2.108238872358992,2.763973470268078,-0.5591728837275878,-1.2828701064560257,0.4373151361942291
District 4,1.703879534757186,2.091701474279613,0.058119493732134875,-0.03376509101076119,0.23488834500312805
District 5,2.1239592452500173,2.6247710408709923,-1.1136615542146004,-0.25960994387737474,-0.960189700126648
