Date,District,Price,year,month,cpi_monthly_avg,cpi_index,cum_price_level,population,pop_growth_rate,hcm_spatial_cost_index,real_price,population_millions,affordability_index
2020-09-08,District 6,101.34,2020,9,100.02,99.81039816385591,1.0874676097735991,98079191.0,0.009317482939018351,99.05,93.18898244803638,98.079191,101.5325074985003
2020-09-09,District 6,102.05,2020,9,100.02,99.81039816385591,1.0874676097735991,98079191.0,0.009317482939018351,99.05,93.84187545709604,98.079191,102.24385622875425
2020-09-10,District 6,103.37,2020,9,100.02,99.81039816385591,1.0874676097735991,98079191.0,0.009317482939018351,99.05,95.05570471337597,98.079191,103.56636372725454
2020-09-11,District 6,105.28,2020,9,100.02,99.81039816385591,1.0874676097735991,98079191.0,0.009317482939018351,99.05,96.81207886450828,98.079191,105.47999200159967
2020-09-14,District 6,103.28,2020,9,100.02,99.81039816385591,1.0874676097735991,98079191.0,0.009317482939018351,99.05,94.97294362772051,98.079191,103.4761927614477
2020-09-15,District 6,101.37,2020,9,100.02,99.81039816385591,1.0874676097735991,98079191.0,0.009317482939018351,99.05,93.21656947658819,98.079191,101.56256448710256
2020-09-16,District 6,105.24,2020,9,100.02,99.81039816385591,1.0874676097735991,98079191.0,0.009317482939018351,99.05,96.77529615977252,98.079191,105.43991601679663
2020-09-17,District 6,103.24,2020,9,100.02,99.81039816385591,1.0874676097735991,98079191.0,0.009317482939018351,99.05,94.93616092298475,98.079191,103.43611677664467
2020-09-18,District 6,105.99,2020,9,100.02,99.81039816385591,1.0874676097735991,98079191.0,0.009317482939018351,99.05,97.46497187356793,98.079191,106.19134073185361
2020-09-21,District 6,102.06,2020,9,100.02,99.81039816385591,1.0874676097735991,98079191.0,0.009317482939018351,99.05,93.85107113327997,98.079191,102.25387522495501
2020-09-22,District 6,103.47,2020,9,100.02,99.81039816385591,1.0874676097735991,98079191.0,0.009317482939018351,99.05,95.14766147521536,98.079191,103.66655368926214
2020-09-23,District 6,101.34,2020,9,100.02,99.81039816385591,1.0874676097735991,98079191.0,0.009317482939018351,99.05,93.18898244803638,98.079191,101.5325074985003
2020-09-24,District 6,104.25,2020,9,100.02,99.81039816385591,1.0874676097735991,98079191.0,0.009317482939018351,99.05,95.86492421756259,98.079191,104.4480353929214
2020-09-25,District 6,103.56,2020,9,100.02,99.81039816385591,1.0874676097735991,98079191.0,0.009317482939018351,99.05,95.2304225608708,98.079191,103.75672465506898
2020-09-28,District 6,102.32,2020,9,100.02,99.81039816385591,1.0874676097735991,98079191.0,0.009317482939018351,99.05,94.09015871406238,98.079191,102.51436912617476
2020-09-29,District 6,105.39,2020,9,100.02,99.81039816385591,1.0874676097735991,98079191.0,0.009317482939018351,99.05,96.91323130253161,98.079191,105.59020095980802
2020-09-30,District 6,103.5,2020,9,100.02,99.81039816385591,1.0874676097735991,98079191.0,0.009317482939018351,99.05,95.17524850376716,98.079191,103.69661067786441
2020-10-01,District 6,104.31,2020,10,100.02,99.81039816385591,1.0874676097735991,98079191.0,0.009317482939018351,99.05,95.92009827466622,98.079191,104.50814937012598
2020-10-02,District 6,104.83,2020,10,100.02,99.81039816385591,1.0874676097735991,98079191.0,0.009317482939018351,99.05,96.39827343623104,98.079191,105.02913717256548
2020-10-05,District 6,103.1,2020,10,100.02,99.81039816385591,1.0874676097735991,98079191.0,0.009317482939018351,99.05,94.80742145640961,98.079191,103.29585082983401
2020-10-06,District 6,103.39,2020,10,100.02,99.81039816385591,1.0874676097735991,98079191.0,0.009317482939018351,99.05,95.07409606574384,98.079191,103.58640171965607
2020-10-07,District 6,104.95,2020,10,100.02,99.81039816385591,1.0874676097735991,98079191.0,0.009317482939018351,99.05,96.5086215504383,98.079191,105.14936512697459
2020-10-08,District 6,104.72,2020,10,100.02,99.81039816385591,1.0874676097735991,98079191.0,0.009317482939018351,99.05,96.2971209982077,98.079191,104.91892821435714
2020-10-09,District 6,103.14,2020,10,100.02,99.81039816385591,1.0874676097735991,98079191.0,0.009317482939018351,99.05,94.84420416114537,98.079191,103.33592681463706
2020-10-12,District 6,104.5,2020,10,100.02,99.81039816385591,1.0874676097735991,98079191.0,0.009317482939018351,99.05,96.09481612216105,98.079191,104.69851029794042
2020-10-13,District 6,106.64,2020,10,100.02,99.81039816385591,1.0874676097735991,98079191.0,0.009317482939018351,99.05,98.06269082552397,98.079191,106.84257548490301
2020-10-14,District 6,102.44,2020,10,100.02,99.81039816385591,1.0874676097735991,98079191.0,0.009317482939018351,99.05,94.20050682826965,98.079191,102.63459708058387
2020-10-15,District 6,103.06,2020,10,100.02,99.81039816385591,1.0874676097735991,98079191.0,0.009317482939018351,99.05,94.77063875167386,98.079191,103.25577484503098
2020-10-16,District 6,103.43,2020,10,100.02,99.81039816385591,1.0874676097735991,98079191.0,0.009317482939018351,99.05,95.1108787704796,98.079191,103.62647770445912
2020-10-19,District 6,103.57,2020,10,100.02,99.81039816385591,1.0874676097735991,98079191.0,0.009317482939018351,99.05,95.23961823705473,98.079191,103.76674365126975
2020-10-20,District 6,104.76,2020,10,100.02,99.81039816385591,1.0874676097735991,98079191.0,0.009317482939018351,99.05,96.33390370294347,98.079191,104.95900419916018
2020-10-21,District 6,103.47,2020,10,100.02,99.81039816385591,1.0874676097735991,98079191.0,0.009317482939018351,99.05,95.14766147521536,98.079191,103.66655368926214
2020-10-22,District 6,104.04,2020,10,100.02,99.81039816385591,1.0874676097735991,98079191.0,0.009317482939018351,99.05,95.67181501769987,98.079191,104.23763647270545
2020-10-23,District 6,102.16,2020,10,100.02,99.81039816385591,1.0874676097735991,98079191.0,0.009317482939018351,99.05,93.94302789511936,98.079191,102.3540651869626
2020-10-26,District 6,103.28,2020,10,100.02,99.81039816385591,1.0874676097735991,98079191.0,0.009317482939018351,99.05,94.97294362772051,98.079191,103.4761927614477
2020-10-27,District 6,102.21,2020,10,100.02,99.81039816385591,1.0874676097735991,98079191.0,0.009317482939018351,99.05,93.98900627603905,98.079191,102.40416016796638
2020-10-28,District 6,105.89,2020,10,100.02,99.81039816385591,1.0874676097735991,98079191.0,0.009317482939018351,99.05,97.37301511172856,98.079191,106.09115076984604
2020-10-29,District 6,103.91,2020,10,100.02,99.81039816385591,1.0874676097735991,98079191.0,0.009317482939018351,99.05,95.55227122730867,98.079191,104.10738952209557
2020-10-30,District 6,106.4,2020,10,100.02,99.81039816385591,1.0874676097735991,98079191.0,0.009317482939018351,99.05,97.84199459710945,98.079191,106.60211957608479
2020-11-02,District 6,103.51,2020,11,100.02,99.81039816385591,1.0874676097735991,98079191.0,0.009317482939018351,99.05,95.18444417995111,98.079191,103.70662967406518
2020-11-03,District 6,103.51,2020,11,100.02,99.81039816385591,1.0874676097735991,98079191.0,0.009317482939018351,99.05,95.18444417995111,98.079191,103.70662967406518
2020-11-04,District 6,101.45,2020,11,100.02,99.81039816385591,1.0874676097735991,98079191.0,0.009317482939018351,99.05,93.2901348860597,98.079191,101.64271645670865
2020-11-05,District 6,101.86,2020,11,100.02,99.81039816385591,1.0874676097735991,98079191.0,0.009317482939018351,99.05,93.66715760960119,98.079191,102.05349530093982
2020-11-06,District 6,104.04,2020,11,100.02,99.81039816385591,1.0874676097735991,98079191.0,0.009317482939018351,99.05,95.67181501769987,98.079191,104.23763647270545
2020-11-09,District 6,101.83,2020,11,100.02,99.81039816385591,1.0874676097735991,98079191.0,0.009317482939018351,99.05,93.63957058104938,98.079191,102.02343831233753
2020-11-10,District 6,104.11,2020,11,100.02,99.81039816385591,1.0874676097735991,98079191.0,0.009317482939018351,99.05,95.73618475098743,98.079191,104.30776944611078
2020-11-11,District 6,104.99,2020,11,100.02,99.81039816385591,1.0874676097735991,98079191.0,0.009317482939018351,99.05,96.54540425517405,98.079191,105.18944111177764
2020-11-12,District 6,102.41,2020,11,100.02,99.81039816385591,1.0874676097735991,98079191.0,0.009317482939018351,99.05,94.17291979971783,98.079191,102.60454009198159
2020-11-13,District 6,105.4,2020,11,100.02,99.81039816385591,1.0874676097735991,98079191.0,0.009317482939018351,99.05,96.92242697871556,98.079191,105.60021995600879
2020-11-16,District 6,104.71,2020,11,100.02,99.81039816385591,1.0874676097735991,98079191.0,0.009317482939018351,99.05,96.28792532202377,98.079191,104.90890921815637
2020-11-17,District 6,104.13,2020,11,100.02,99.81039816385591,1.0874676097735991,98079191.0,0.009317482939018351,99.05,95.75457610335532,98.079191,104.32780743851228
2020-11-18,District 6,104.95,2020,11,100.02,99.81039816385591,1.0874676097735991,98079191.0,0.009317482939018351,99.05,96.5086215504383,98.079191,105.14936512697459
2020-11-19,District 6,101.37,2020,11,100.02,99.81039816385591,1.0874676097735991,98079191.0,0.009317482939018351,99.05,93.21656947658819,98.079191,101.56256448710256
2020-11-23,District 6,101.97,2020,11,100.02,99.81039816385591,1.0874676097735991,98079191.0,0.009317482939018351,99.05,93.76831004762452,98.079191,102.16370425914816
2020-11-24,District 6,105.88,2020,11,100.02,99.81039816385591,1.0874676097735991,98079191.0,0.009317482939018351,99.05,97.36381943554461,98.079191,106.08113177364527
2020-11-25,District 6,103.01,2020,11,100.02,99.81039816385591,1.0874676097735991,98079191.0,0.009317482939018351,99.05,94.72466037075417,98.079191,103.2056798640272
2020-11-26,District 6,104.11,2020,11,100.02,99.81039816385591,1.0874676097735991,98079191.0,0.009317482939018351,99.05,95.73618475098743,98.079191,104.30776944611078
2020-11-27,District 6,102.48,2020,11,100.02,99.81039816385591,1.0874676097735991,98079191.0,0.009317482939018351,99.05,94.23728953300541,98.079191,102.67467306538691
2020-11-30,District 6,104.59,2020,11,100.02,99.81039816385591,1.0874676097735991,98079191.0,0.009317482939018351,99.05,96.17757720781651,98.079191,104.78868126374725
2020-12-01,District 6,103.64,2020,12,100.02,99.81039816385591,1.0874676097735991,98079191.0,0.009317482939018351,99.05,95.30398797034232,98.079191,103.83687662467507
2020-12-02,District 6,102.24,2020,12,100.02,99.81039816385591,1.0874676097735991,98079191.0,0.009317482939018351,99.05,94.01659330459087,98.079191,102.43421715656868
2020-12-03,District 6,104.63,2020,12,100.02,99.81039816385591,1.0874676097735991,98079191.0,0.009317482939018351,99.05,96.21435991255225,98.079191,104.82875724855027
2020-12-04,District 6,103.15,2020,12,100.02,99.81039816385591,1.0874676097735991,98079191.0,0.009317482939018351,99.05,94.85339983732932,98.079191,103.34594581083782
2020-12-07,District 6,104.54,2020,12,100.02,99.81039816385591,1.0874676097735991,98079191.0,0.009317482939018351,99.05,96.13159882689682,98.079191,104.73858628274346
2020-12-08,District 6,103.77,2020,12,100.02,99.81039816385591,1.0874676097735991,98079191.0,0.009317482939018351,99.05,95.42353176073351,98.079191,103.96712357528493
2020-12-09,District 6,101.92,2020,12,100.02,99.81039816385591,1.0874676097735991,98079191.0,0.009317482939018351,99.05,93.72233166670483,98.079191,102.11360927814437
2020-12-10,District 6,101.14,2020,12,100.02,99.81039816385591,1.0874676097735991,98079191.0,0.009317482939018351,99.05,93.0050689243576,98.079191,101.33212757448511
2020-12-11,District 6,104.34,2020,12,100.02,99.81039816385591,1.0874676097735991,98079191.0,0.009317482939018351,99.05,95.94768530321804,98.079191,104.53820635872826
2020-12-14,District 6,103.05,2020,12,100.02,99.81039816385591,1.0874676097735991,98079191.0,0.009317482939018351,99.05,94.76144307548992,98.079191,103.24575584883023
2020-12-15,District 6,104.62,2020,12,100.02,99.81039816385591,1.0874676097735991,98079191.0,0.009317482939018351,99.05,96.20516423636832,98.079191,104.81873825234953
2020-12-16,District 6,101.16,2020,12,100.02,99.81039816385591,1.0874676097735991,98079191.0,0.009317482939018351,99.05,93.02346027672547,98.079191,101.35216556688663
2020-12-17,District 6,103.68,2020,12,100.02,99.81039816385591,1.0874676097735991,98079191.0,0.009317482939018351,99.05,95.34077067507808,98.079191,103.87695260947811
2020-12-18,District 6,102.94,2020,12,100.02,99.81039816385591,1.0874676097735991,98079191.0,0.009317482939018351,99.05,94.66029063746659,98.079191,103.13554689062188
2020-12-21,District 6,104.31,2020,12,100.02,99.81039816385591,1.0874676097735991,98079191.0,0.009317482939018351,99.05,95.92009827466622,98.079191,104.50814937012598
2020-12-22,District 6,103.52,2020,12,100.02,99.81039816385591,1.0874676097735991,98079191.0,0.009317482939018351,99.05,95.19363985613504,98.079191,103.71664867026593
2020-12-23,District 6,101.01,2020,12,100.02,99.81039816385591,1.0874676097735991,98079191.0,0.009317482939018351,99.05,92.8855251339664,98.079191,101.20188062387523
2020-12-24,District 6,101.17,2020,12,100.02,99.81039816385591,1.0874676097735991,98079191.0,0.009317482939018351,99.05,93.03265595290942,98.079191,101.36218456308738
2020-12-25,District 6,103.02,2020,12,100.02,99.81039816385591,1.0874676097735991,98079191.0,0.009317482939018351,99.05,94.7338560469381,98.079191,103.21569886022795
2020-12-28,District 6,105.91,2020,12,100.02,99.81039816385591,1.0874676097735991,98079191.0,0.009317482939018351,99.05,97.39140646409643,98.079191,106.11118876224754
2020-12-29,District 6,102.22,2020,12,100.02,99.81039816385591,1.0874676097735991,98079191.0,0.009317482939018351,99.05,93.998201952223,98.079191,102.41417916416715
2020-12-30,District 6,101.79,2020,12,100.02,99.81039816385591,1.0874676097735991,98079191.0,0.009317482939018351,99.05,93.60278787631363,98.079191,101.9833623275345
2021-01-04,District 6,103.95,2021,1,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,93.8851100664729,98.935098,104.01227658512231
2021-01-05,District 6,102.38,2021,1,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,92.46712427710914,98.935098,102.44133599600598
2021-01-06,District 6,105.47,2021,1,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,95.2579370727359,98.935098,105.53318721917123
2021-01-07,District 6,103.64,2021,1,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,93.60512561124821,98.935098,103.70209086370443
2021-01-08,District 6,101.23,2021,1,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,91.42847226579174,98.935098,101.29064702945581
2021-01-11,District 6,101.05,2021,1,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,91.265900646629,98.935098,101.11053919121315
2021-01-12,District 6,102.75,2021,1,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,92.80129927205473,98.935098,102.81155766350474
2021-01-13,District 6,103.72,2021,1,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,93.67737966420941,98.935098,103.78213879181226
2021-01-14,District 6,102.76,2021,1,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,92.8103310286749,98.935098,102.82156365451823
2021-01-15,District 6,102.41,2021,1,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,92.49421954696959,98.935098,102.4713539690464
2021-01-18,District 6,102.98,2021,1,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,93.00902967431823,98.935098,103.04169545681476
2021-01-19,District 6,105.42,2021,1,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,95.21277828963514,98.935098,105.48315726410382
2021-01-20,District 6,101.29,2021,1,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,91.48266280551265,98.935098,101.35068297553669
2021-01-21,District 6,104.09,2021,1,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,94.01155465915501,98.935098,104.15236045931103
2021-01-22,District 6,105.8,2021,1,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,95.55598504120088,98.935098,105.86338492261606
2021-01-25,District 6,105.19,2021,1,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,95.00504788737166,98.935098,105.2530194707938
2021-01-26,District 6,105.91,2021,1,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,95.65533436402255,98.935098,105.97345082376432
2021-01-27,District 6,103.12,2021,1,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,93.13547426700035,98.935098,103.18177933100347
2021-01-28,District 6,101.67,2021,1,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,91.82586955707839,98.935098,101.73091063404891
2021-01-29,District 6,101.2,2021,1,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,91.40137699593129,98.935098,101.26062905641537
2021-02-01,District 6,103.56,2021,2,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,93.532871558287,98.935098,103.6220429355966
2021-02-02,District 6,105.61,2021,2,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,95.38438166541802,98.935098,105.67327109335996
2021-02-03,District 6,103.45,2021,2,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,93.43352223546533,98.935098,103.51197703444832
2021-02-05,District 6,102.88,2021,2,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,92.91871210811671,98.935098,102.94163554667996
2021-02-08,District 6,103.33,2021,2,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,93.3251411560235,98.935098,103.39190514228656
2021-02-09,District 6,102.6,2021,2,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,92.66582292275247,98.935098,102.66146779830252
2021-02-17,District 6,101.88,2021,2,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,92.01553644610156,98.935098,101.94103644533199
2021-02-18,District 6,103.7,2021,2,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,93.65931615096912,98.935098,103.76212680978531
2021-02-19,District 6,102.47,2021,2,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,92.5484100866905,98.935098,102.53138991512729
2021-02-22,District 6,105.82,2021,2,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,95.57404855444119,98.935098,105.883396904643
2021-02-23,District 6,102.43,2021,2,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,92.5122830602099,98.935098,102.49136595107338
2021-02-24,District 6,103.89,2021,2,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,93.83091952675198,98.935098,103.95224063904142
2021-02-25,District 6,104.22,2021,2,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,94.12896749521698,98.935098,104.28243834248624
2021-02-26,District 6,105.85,2021,2,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,95.60114382430164,98.935098,105.91341487768346
2021-03-01,District 6,105.8,2021,3,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,95.55598504120088,98.935098,105.86338492261606
2021-03-02,District 6,103.86,2021,3,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,93.80382425689153,98.935098,103.92222266600098
2021-03-03,District 6,104.39,2021,3,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,94.28250735775956,98.935098,104.45254018971542
2021-03-04,District 6,103.96,2021,3,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,93.89414182309304,98.935098,104.02228257613577
2021-03-05,District 6,106.86,2021,3,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,96.51335124293692,98.935098,106.92401997004492
2021-03-08,District 6,105.42,2021,3,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,95.21277828963514,98.935098,105.48315726410382
2021-03-09,District 6,107.23,2021,3,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,96.84752623788253,98.935098,107.29424163754366
2021-03-10,District 6,106.85,2021,3,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,96.50431948631677,98.935098,106.91401397903144
2021-03-11,District 6,106.3,2021,3,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,96.00757287220846,98.935098,106.36368447329005
2021-03-12,District 6,105.32,2021,3,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,95.12246072343362,98.935098,105.38309735396902
2021-03-15,District 6,104.15,2021,3,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,94.06574519887593,98.935098,104.2123964053919
2021-03-16,District 6,105.1,2021,3,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,94.92376207779029,98.935098,105.16296555167246
2021-03-17,District 6,107.85,2021,3,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,97.4074951483319,98.935098,107.91461308037941
2021-03-18,District 6,103.55,2021,3,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,93.52383980166684,98.935098,103.6120369445831
2021-03-19,District 6,105.93,2021,3,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,95.67339787726286,98.935098,105.9934628057913
2021-03-22,District 6,107.08,2021,3,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,96.71204988858025,98.935098,107.14415177234147
2021-03-23,District 6,105.31,2021,3,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,95.11342896681347,98.935098,105.37309136295556
2021-03-24,District 6,106.88,2021,3,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,96.53141475617723,98.935098,106.94403195207187
2021-03-25,District 6,106.1,2021,3,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,95.82693773980542,98.935098,106.16356465302046
2021-03-26,District 6,104.74,2021,3,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,94.59861883946485,98.935098,104.8027498751872
2021-03-29,District 6,103.73,2021,3,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,93.68641142082957,98.935098,103.79214478282574
2021-03-30,District 6,104.03,2021,3,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,93.9573641194341,98.935098,104.09232451323014
2021-03-31,District 6,106.6,2021,3,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,96.27852557081299,98.935098,106.66386420369444
2021-04-01,District 6,105.65,2021,4,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,95.42050869189862,98.935098,105.71329505741387
2021-04-02,District 6,107.94,2021,4,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,97.48878095791326,98.935098,108.00466699950073
2021-04-05,District 6,104.48,2021,4,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,94.36379316734092,98.935098,104.54259410883672
2021-04-06,District 6,107.24,2021,4,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,96.85655799450267,98.935098,107.30424762855715
2021-04-07,District 6,106.06,2021,4,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,95.79081071332483,98.935098,106.12354068896654
2021-04-08,District 6,105.35,2021,4,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,95.14955599329407,98.935098,105.41311532700945
2021-04-09,District 6,105.87,2021,4,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,95.61920733754195,98.935098,105.93342685971044
2021-04-12,District 6,103.84,2021,4,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,93.78576074365124,98.935098,103.90221068397403
2021-04-13,District 6,103.73,2021,4,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,93.68641142082957,98.935098,103.79214478282574
2021-04-14,District 6,106.91,2021,4,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,96.55851002603768,98.935098,106.9740499251123
2021-04-15,District 6,105.81,2021,4,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,95.56501679782104,98.935098,105.87339091362955
2021-04-16,District 6,107.67,2021,4,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,97.24492352916918,98.935098,107.73450524213679
2021-04-19,District 6,107.16,2021,4,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,96.78430394154147,98.935098,107.22419970044929
2021-04-20,District 6,106.44,2021,4,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,96.13401746489058,98.935098,106.50376834747877
2021-04-22,District 6,105.31,2021,4,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,95.11342896681347,98.935098,105.37309136295556
2021-04-23,District 6,107.66,2021,4,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,97.23589177254902,98.935098,107.7244992511233
2021-04-26,District 6,103.67,2021,4,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,93.63222088110867,98.935098,103.73210883674486
2021-04-27,District 6,104.67,2021,4,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,94.5353965431238,98.935098,104.73270793809284
2021-04-28,District 6,106.66,2021,4,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,96.3327161105339,98.935098,106.7239001497753
2021-04-29,District 6,107.06,2021,4,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,96.69398637533996,98.935098,107.12413979031452
2021-05-04,District 6,106.76,2021,5,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,96.42303367673541,98.935098,106.82396005991012
2021-05-05,District 6,105.34,2021,5,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,95.14052423667393,98.935098,105.40310933599599
2021-05-06,District 6,108.75,2021,5,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,98.22035324414553,98.935098,108.8151522715926
2021-05-07,District 6,108.26,2021,5,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,97.77779716975812,98.935098,108.3248587119321
2021-05-10,District 6,106.8,2021,5,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,96.45916070321601,98.935098,106.86398402396404
2021-05-11,District 6,106.87,2021,5,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,96.52238299955708,98.935098,106.93402596105841
2021-05-12,District 6,105.42,2021,5,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,95.21277828963514,98.935098,105.48315726410382
2021-05-13,District 6,104.02,2021,5,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,93.94833236281396,98.935098,104.08231852221665
2021-05-14,District 6,106.38,2021,5,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,96.07982692516966,98.935098,106.44373240139788
2021-05-17,District 6,106.06,2021,5,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,95.79081071332483,98.935098,106.12354068896654
2021-05-18,District 6,108.62,2021,5,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,98.10294040808357,98.935098,108.68507438841736
2021-05-19,District 6,108.93,2021,5,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,98.38292486330826,98.935098,108.99526010983524
2021-05-20,District 6,105.42,2021,5,100.15,99.94012573595451,1.1072043258659539,98935098.0,0.008726693106593908,98.98,95.21277828963514,98.935098,105.48315726410382
